Date,Price,Open,High,Low,Vol.,Change %
2011-11-17,1876.67,1862.87,1876.88,1835.73,353.14M,1.11%
2011-11-16,1856.07,1898.14,1911.33,1853.13,407.76M,-1.59%
2011-11-15,1886.12,1888.67,1900.58,1878.42,361.43M,-0.88%
2011-11-14,1902.81,1889.33,1907.62,1889.33,327.27M,2.11%
2011-11-11,1863.45,1840.98,1863.46,1823.87,296.91M,2.77%
2011-11-10,1813.25,1860.96,1862.27,1813.25,401.93M,-4.94%
2011-11-09,1907.53,1925.86,1929.65,1897.47,434.62M,0.23%
2011-11-08,1903.14,1927.89,1928.07,1900.09,403.21M,-0.83%
2011-11-07,1919.1,1932.95,1932.95,1915.38,349.70M,-0.48%
2011-11-04,1928.41,1911.56,1929.01,1906.33,466.60M,3.13%
2011-11-03,1869.96,1895.14,1895.14,1863.57,436.42M,-1.48%
2011-11-02,1898.01,1870.51,1899.35,1859.83,389.59M,-0.61%
2011-11-01,1909.63,1891.22,1925.08,1891.22,353.63M,0.03%
2011-10-31,1909.03,1922.31,1941.32,1902.04,393.70M,-1.06%
2011-10-28,1929.48,1961.09,1963.74,1920.81,508.76M,0.39%
2011-10-27,1922.04,1906.16,1923.98,1891.23,418.28M,1.46%
2011-10-26,1894.31,1871.69,1896.02,1864.99,384.79M,0.30%
2011-10-25,1888.65,1900.99,1905.78,1883.68,354.77M,-0.51%
2011-10-24,1898.32,1858.26,1898.32,1858.23,373.90M,3.26%
2011-10-21,1838.38,1831.89,1843.51,1809.42,355.18M,1.84%
2011-10-20,1805.09,1857.46,1870.5,1804.11,349.12M,-2.74%
2011-10-19,1855.92,1851.84,1855.93,1834.38,340.01M,0.93%
2011-10-18,1838.9,1826.44,1845.18,1822.91,323.46M,-1.41%
2011-10-17,1865.18,1855.72,1865.18,1845.43,367.74M,1.62%
2011-10-14,1835.4,1816.19,1839.19,1803.42,349.01M,0.67%
2011-10-13,1823.1,1831.95,1837.49,1823.1,431.55M,0.75%
2011-10-12,1809.5,1789.65,1810.51,1778.97,355.35M,0.81%
2011-10-11,1795.02,1810.36,1811.14,1792.78,399.98M,1.62%
2011-10-10,1766.44,1763.3,1783.37,1761.68,274.64M,0.38%
2011-10-07,1759.77,1751.55,1765.43,1747.42,334.73M,2.89%
2011-10-06,1710.32,1714.84,1733.7,1707.77,352.62M,2.63%
2011-10-05,1666.52,1718.52,1718.52,1659.31,336.30M,-2.33%
2011-10-04,1706.19,1683.94,1706.45,1658.06,301.54M,-3.59%
2011-09-30,1769.65,1759.52,1774.29,1742.89,354.16M,0.02%
2011-09-29,1769.29,1713.1,1769.75,1706.9,373.92M,2.68%
2011-09-28,1723.09,1751.04,1762.67,1723.08,344.43M,-0.73%
2011-09-27,1735.71,1704.25,1735.71,1695.05,339.82M,5.02%
2011-09-26,1652.71,1720.5,1721.03,1644.11,424.26M,-2.64%
2011-09-23,1697.44,1736.38,1743.49,1697.39,411.84M,-5.73%
2011-09-22,1800.55,1807.24,1819.81,1785.69,295.39M,-2.90%
2011-09-21,1854.28,1842.17,1869.77,1831.95,297.58M,0.89%
2011-09-20,1837.97,1819.84,1840.73,1793.75,321.24M,0.94%
2011-09-19,1820.94,1818.9,1839.82,1813.1,335.58M,-1.04%
2011-09-16,1840.1,1819.45,1844.52,1807.62,430.07M,3.72%
2011-09-15,1774.08,1797.18,1806.63,1742.91,392.10M,1.42%
2011-09-14,1749.16,1804.09,1807.47,1743.78,339.70M,-3.52%
2011-09-09,1812.93,1817.1,1847.05,1812.9,331.92M,-1.83%
2011-09-08,1846.64,1858.05,1858.05,1826.44,416.66M,0.72%
2011-09-07,1833.46,1811.6,1833.54,1798.79,417.89M,3.78%
2011-09-06,1766.71,1752.98,1790.47,1744.03,505.30M,-1.07%
2011-09-05,1785.83,1829.3,1829.75,1785.82,414.04M,-4.39%
2011-09-02,1867.75,1872.62,1890.86,1853.7,442.56M,-0.69%
2011-09-01,1880.7,1887.21,1928.4,1877.4,500.40M,0.03%
2011-08-31,1880.11,1846.89,1880.11,1837.82,410.35M,1.97%
2011-08-30,1843.82,1853.77,1863.51,1835.65,493.17M,0.78%
2011-08-29,1829.5,1807.6,1836.66,1787.29,339.10M,2.84%
2011-08-26,1778.95,1754.39,1782.9,1754.39,310.99M,0.81%
2011-08-25,1764.58,1791.08,1803.77,1762.79,398.18M,0.56%
2011-08-24,1754.78,1788.39,1799.11,1744.07,412.56M,-1.23%
2011-08-23,1776.68,1735.23,1781.92,1719.97,428.46M,3.86%
2011-08-22,1710.7,1756.59,1763.64,1704.54,420.27M,-1.96%
2011-08-19,1744.88,1789.78,1797.18,1744.86,503.84M,-6.22%
2011-08-18,1860.58,1891.82,1894.94,1833.34,503.35M,-1.70%
2011-08-17,1892.67,1868.85,1906.61,1868.6,430.98M,0.68%
2011-08-16,1879.87,1850.53,1879.87,1848.82,423.45M,4.83%
2011-08-12,1793.31,1844.13,1847.12,1788.97,468.85M,-1.33%
2011-08-11,1817.44,1733.92,1832.48,1733.92,438.90M,0.62%
2011-08-10,1806.24,1877.4,1877.4,1802.29,486.31M,0.27%
2011-08-09,1801.35,1807.88,1828.63,1684.68,684.99M,-3.64%
2011-08-08,1869.45,1916.57,1939.92,1800.0,571.11M,-3.82%
2011-08-05,1943.75,1937.17,1966.73,1920.67,480.97M,-3.70%
2011-08-04,2018.47,2067.17,2071.03,2015.23,356.39M,-2.31%
2011-08-03,2066.26,2079.19,2080.76,2056.53,434.48M,-2.59%
2011-08-02,2121.27,2152.85,2155.44,2114.75,350.31M,-2.35%
2011-08-01,2172.31,2160.09,2173.28,2158.24,262.85M,1.83%
2011-07-29,2133.21,2159.27,2159.27,2133.21,328.77M,-1.05%
2011-07-28,2155.85,2138.61,2160.44,2138.61,299.52M,-0.85%
2011-07-27,2174.31,2152.66,2174.73,2151.84,297.09M,0.26%
2011-07-26,2168.7,2163.08,2168.7,2148.22,330.15M,0.85%
2011-07-25,2150.48,2154.0,2158.35,2146.99,341.97M,-0.96%
2011-07-22,2171.23,2162.0,2171.24,2153.49,412.96M,1.22%
2011-07-21,2145.04,2153.94,2155.49,2135.66,362.34M,-0.46%
2011-07-20,2154.95,2158.88,2164.22,2149.25,373.91M,1.16%
2011-07-19,2130.21,2127.13,2140.44,2123.43,303.46M,-0.01%
2011-07-18,2130.48,2149.97,2149.97,2121.73,329.00M,-0.69%
2011-07-15,2145.2,2123.57,2145.2,2123.0,272.10M,0.71%
2011-07-14,2130.07,2119.06,2130.08,2105.24,307.42M,0.02%
2011-07-13,2129.64,2117.12,2129.64,2107.63,306.09M,0.94%
2011-07-12,2109.73,2131.07,2136.98,2107.95,286.42M,-2.20%
2011-07-11,2157.16,2167.94,2171.29,2151.84,240.69M,-1.06%
2011-07-08,2180.35,2192.83,2192.83,2173.96,323.02M,-0.01%
2011-07-07,2180.59,2167.18,2184.94,2165.15,355.59M,0.43%
2011-07-06,2171.19,2156.94,2171.19,2155.33,275.94M,0.44%
2011-07-05,2161.75,2149.4,2163.37,2145.87,284.88M,0.77%
2011-07-04,2145.3,2143.24,2153.29,2141.98,290.46M,0.92%
2011-07-01,2125.74,2120.03,2131.67,2116.68,273.41M,1.19%
2011-06-30,2100.69,2103.59,2105.47,2091.09,257.29M,0.30%
2011-06-29,2094.42,2097.87,2098.95,2081.71,256.15M,1.53%
2011-06-28,2062.91,2092.94,2099.94,2062.91,328.64M,-0.36%
2011-06-27,2070.29,2076.01,2076.94,2058.4,246.53M,-0.98%
2011-06-24,2090.81,2063.92,2090.82,2062.26,294.10M,1.70%
2011-06-23,2055.86,2048.06,2064.96,2048.06,259.64M,-0.39%
2011-06-22,2063.9,2066.91,2074.46,2059.36,263.84M,0.77%
2011-06-21,2048.17,2041.15,2051.19,2015.86,278.61M,1.41%
2011-06-20,2019.65,2034.35,2047.12,2017.52,229.18M,-0.60%
2011-06-17,2031.93,2057.46,2058.67,2008.84,282.48M,-0.72%
2011-06-16,2046.63,2057.16,2068.17,2043.81,234.16M,-1.91%
2011-06-15,2086.53,2087.96,2091.0,2064.82,229.16M,0.47%
2011-06-14,2076.83,2045.22,2082.25,2040.69,209.52M,1.37%
2011-06-13,2048.74,2030.54,2057.65,2025.42,218.48M,0.10%
2011-06-10,2046.67,2085.85,2093.94,2045.24,265.87M,-1.19%
2011-06-09,2071.42,2076.7,2088.82,2067.58,283.66M,-0.57%
2011-06-08,2083.35,2102.97,2109.11,2068.78,281.37M,-0.78%
2011-06-07,2099.71,2093.45,2106.85,2091.26,246.62M,-0.65%
2011-06-03,2113.47,2123.47,2131.93,2108.75,264.11M,-0.03%
2011-06-02,2114.2,2098.37,2126.8,2093.97,248.78M,-1.27%
2011-06-01,2141.34,2142.67,2152.95,2132.85,294.71M,-0.05%
2011-05-31,2142.47,2104.16,2146.79,2102.77,303.26M,2.32%
2011-05-30,2093.79,2115.27,2116.13,2085.75,213.19M,-0.31%
2011-05-27,2100.24,2087.36,2111.36,2085.24,272.78M,0.40%
2011-05-26,2091.91,2059.93,2094.35,2056.49,296.70M,2.75%
2011-05-25,2035.87,2073.53,2082.12,2030.68,344.97M,-1.26%
2011-05-24,2061.76,2052.44,2070.64,2048.55,268.52M,0.29%
2011-05-23,2055.71,2100.44,2100.44,2055.71,292.95M,-2.64%
2011-05-20,2111.5,2101.45,2112.48,2084.06,282.78M,0.76%
2011-05-19,2095.51,2141.29,2143.41,2092.61,283.36M,-1.89%
2011-05-18,2135.78,2110.7,2138.72,2106.41,259.99M,1.59%
2011-05-17,2102.41,2103.82,2111.44,2092.32,300.78M,-0.08%
2011-05-16,2104.18,2104.67,2115.25,2097.16,273.62M,-0.75%
2011-05-13,2120.08,2133.99,2134.53,2103.06,397.07M,-0.12%
2011-05-12,2122.65,2139.24,2149.42,2122.6,382.25M,-2.03%
2011-05-11,2166.63,2161.44,2166.63,2144.94,378.04M,1.28%
2011-05-09,2139.17,2157.95,2161.93,2136.59,253.93M,-0.39%
2011-05-06,2147.45,2153.5,2156.81,2133.97,344.19M,-1.52%
2011-05-04,2180.64,2196.9,2201.69,2173.21,393.74M,-0.91%
2011-05-03,2200.73,2224.4,2228.04,2188.11,375.10M,-1.27%
2011-05-02,2228.96,2203.09,2229.09,2202.92,302.49M,1.67%
2011-04-29,2192.36,2211.33,2219.6,2177.8,364.12M,-0.72%
2011-04-28,2208.35,2215.42,2225.35,2194.15,354.85M,0.07%
2011-04-27,2206.7,2225.95,2231.47,2191.82,423.20M,0.02%
2011-04-26,2206.3,2219.47,2222.56,2196.76,439.34M,-0.44%
2011-04-25,2216.0,2205.2,2218.07,2199.27,354.02M,0.83%
2011-04-22,2197.82,2203.04,2208.06,2190.87,390.81M,-0.03%
2011-04-21,2198.54,2190.64,2211.36,2183.52,415.98M,1.32%
2011-04-20,2169.91,2146.38,2169.94,2138.8,374.32M,2.23%
2011-04-19,2122.68,2117.94,2136.95,2111.6,375.02M,-0.70%
2011-04-18,2137.72,2146.83,2149.45,2128.02,358.28M,-0.13%
2011-04-15,2140.5,2136.27,2142.71,2126.59,356.65M,-0.03%
2011-04-14,2141.06,2116.49,2141.07,2109.63,371.73M,0.90%
2011-04-13,2121.92,2091.68,2121.93,2081.98,348.08M,1.56%
2011-04-12,2089.4,2117.21,2117.21,2088.67,311.14M,-1.55%
2011-04-11,2122.39,2127.2,2135.33,2115.89,316.07M,-0.26%
2011-04-08,2127.97,2119.01,2135.98,2118.72,392.84M,0.27%
2011-04-07,2122.14,2133.31,2135.73,2111.54,382.81M,-0.21%
2011-04-06,2126.71,2129.13,2136.29,2119.66,423.05M,-0.17%
2011-04-05,2130.43,2118.08,2130.43,2107.78,327.66M,0.69%
2011-04-04,2115.87,2124.37,2125.53,2103.82,301.80M,-0.24%
2011-04-01,2121.01,2107.67,2121.02,2101.83,337.94M,0.68%
2011-03-31,2106.7,2098.09,2106.74,2089.12,317.89M,0.73%
2011-03-30,2091.38,2075.91,2100.2,2074.26,316.86M,0.93%
2011-03-29,2072.13,2052.87,2072.13,2050.09,250.47M,0.77%
2011-03-28,2056.39,2054.28,2059.92,2043.99,285.36M,0.11%
2011-03-25,2054.04,2058.35,2060.29,2041.72,311.22M,0.85%
2011-03-24,2036.78,2022.26,2036.93,2022.08,295.49M,1.22%
2011-03-23,2012.18,2019.18,2022.14,2005.59,312.57M,-0.07%
2011-03-22,2013.66,2012.48,2016.27,2004.36,304.11M,0.51%
2011-03-21,2003.42,1985.47,2005.32,1985.15,292.26M,1.13%
2011-03-18,1981.13,1963.17,1988.04,1960.49,291.30M,1.13%
2011-03-17,1959.03,1921.59,1961.09,1919.13,305.71M,0.05%
2011-03-16,1957.97,1951.68,1965.15,1931.38,284.42M,1.77%
2011-03-15,1923.92,1966.82,1985.82,1882.09,403.89M,-2.40%
2011-03-14,1971.23,1949.08,1971.23,1928.99,388.62M,0.80%
2011-03-11,1955.54,1956.34,1970.7,1949.32,267.17M,-1.31%
2011-03-10,1981.58,1999.38,2001.27,1973.88,288.39M,-0.99%
2011-03-09,2001.47,2007.79,2016.68,1991.52,315.36M,0.26%
2011-03-08,1996.32,1984.08,2007.24,1974.73,304.75M,0.81%
2011-03-07,1980.27,1996.48,2005.43,1978.13,255.92M,-1.22%
2011-03-04,2004.68,1989.88,2008.89,1984.15,334.58M,1.73%
2011-03-03,1970.66,1942.24,1970.66,1941.23,284.83M,2.20%
2011-03-02,1928.24,1922.38,1940.78,1921.34,207.67M,-0.57%
2011-02-28,1939.3,1954.4,1958.59,1935.93,263.87M,-1.23%
2011-02-25,1963.43,1956.02,1965.48,1941.15,306.89M,0.69%
2011-02-24,1949.88,1957.63,1970.66,1945.41,281.57M,-0.60%
2011-02-23,1961.63,1962.7,1977.99,1951.75,308.59M,-0.42%
2011-02-22,1969.92,1978.34,1982.7,1958.77,346.09M,-1.76%
2011-02-21,2005.3,2014.15,2014.98,1991.7,324.24M,-0.39%
2011-02-18,2013.14,1989.24,2015.78,1981.75,493.97M,1.82%
2011-02-17,1977.22,2002.0,2006.59,1959.71,340.28M,-0.60%
2011-02-16,1989.11,2007.08,2021.69,1989.11,297.63M,-1.06%
2011-02-15,2010.52,2018.4,2029.99,2003.58,275.03M,-0.20%
2011-02-14,2014.59,1999.09,2015.84,1986.94,279.52M,1.89%
2011-02-11,1977.19,2010.29,2021.42,1975.47,317.29M,-1.56%
2011-02-10,2008.5,2041.07,2043.07,2008.5,309.76M,-1.81%
2011-02-09,2045.58,2077.12,2077.12,2037.3,333.19M,-1.17%
2011-02-08,2069.7,2090.47,2092.43,2066.71,300.33M,-0.58%
2011-02-07,2081.74,2102.76,2107.83,2081.73,285.94M,0.47%
2011-02-01,2072.03,2079.92,2086.56,2071.73,290.81M,0.11%
2011-01-31,2069.73,2080.6,2089.72,2069.73,320.90M,-1.81%
2011-01-28,2107.87,2115.69,2119.49,2095.36,412.96M,-0.34%
2011-01-27,2115.01,2115.04,2121.06,2108.53,358.86M,0.22%
2011-01-26,2110.46,2093.59,2112.33,2092.41,369.36M,1.14%
2011-01-25,2086.67,2092.27,2105.33,2083.8,420.96M,0.22%
2011-01-24,2082.16,2067.32,2082.97,2064.0,340.24M,0.59%
2011-01-21,2069.92,2103.74,2104.39,2066.82,395.40M,-1.74%
2011-01-20,2106.66,2111.41,2114.2,2102.61,335.46M,-0.43%
2011-01-19,2115.69,2106.53,2119.24,2084.08,425.47M,0.92%
2011-01-18,2096.48,2095.85,2111.4,2093.32,454.90M,-0.16%
2011-01-17,2099.85,2112.37,2118.86,2099.84,428.36M,-0.39%
2011-01-14,2108.17,2089.7,2108.17,2076.44,424.72M,0.89%
2011-01-13,2089.48,2097.04,2109.34,2083.8,424.20M,-0.26%
2011-01-12,2094.95,2091.7,2098.0,2085.99,433.26M,0.32%
2011-01-11,2088.32,2079.85,2088.32,2059.67,410.95M,0.36%
2011-01-10,2080.81,2082.29,2088.64,2069.3,342.64M,-0.26%
2011-01-07,2086.2,2073.68,2086.2,2068.66,335.56M,0.41%
2011-01-06,2077.61,2094.35,2096.65,2066.1,407.83M,-0.24%
2011-01-05,2082.55,2083.1,2087.14,2076.92,386.06M,-0.12%
2011-01-04,2085.14,2074.56,2085.14,2069.12,415.91M,0.73%
2011-01-03,2070.08,2063.69,2070.09,2054.83,354.08M,0.93%
2010-12-30,2051.0,2047.82,2052.97,2041.66,305.88M,0.37%
2010-12-29,2043.49,2028.57,2043.49,2027.52,282.56M,0.50%
2010-12-28,2033.32,2028.41,2041.83,2026.57,360.19M,0.55%
2010-12-27,2022.19,2024.56,2034.62,2018.75,282.87M,-0.37%
2010-12-24,2029.6,2040.64,2042.89,2027.96,317.44M,-0.39%
2010-12-23,2037.53,2042.41,2043.62,2028.78,341.07M,-0.03%
2010-12-22,2038.11,2039.35,2045.39,2035.25,335.35M,0.05%
2010-12-21,2037.09,2035.11,2043.81,2032.66,370.45M,0.83%
2010-12-20,2020.28,2008.14,2021.7,1996.44,409.15M,-0.30%
2010-12-17,2026.3,2018.28,2027.55,2010.75,503.50M,0.85%
2010-12-16,2009.24,2009.86,2019.49,2002.33,362.51M,-0.41%
2010-12-15,2017.48,2009.2,2017.48,2004.06,490.27M,0.42%
2010-12-14,2009.05,2000.6,2009.05,1996.82,396.59M,0.62%
2010-12-13,1996.59,1993.42,1997.36,1983.93,385.63M,0.53%
2010-12-10,1986.14,1984.11,1991.96,1979.73,373.86M,-0.14%
2010-12-09,1988.96,1963.88,1988.96,1961.68,448.35M,1.70%
2010-12-08,1955.72,1960.3,1970.91,1953.97,496.39M,-0.35%
2010-12-07,1962.52,1955.63,1964.64,1952.56,639.16M,0.45%
2010-12-06,1953.64,1961.23,1961.47,1946.35,460.28M,-0.18%
2010-12-03,1957.26,1960.61,1960.61,1948.51,438.58M,0.36%
2010-12-02,1950.26,1943.71,1950.26,1940.23,439.00M,1.09%
2010-12-01,1929.32,1907.7,1929.32,1904.71,339.16M,1.30%
2010-11-30,1904.63,1889.89,1917.57,1889.86,443.69M,0.48%
2010-11-29,1895.54,1904.95,1912.53,1880.58,299.80M,-0.33%
2010-11-26,1901.8,1932.78,1936.72,1893.94,459.21M,-1.34%
2010-11-25,1927.68,1934.97,1935.59,1916.16,323.35M,0.09%
2010-11-24,1925.98,1883.92,1928.45,1882.52,451.50M,-0.15%
2010-11-23,1928.94,1938.91,1943.48,1919.15,377.79M,-0.79%
2010-11-22,1944.34,1947.01,1954.78,1939.51,330.55M,0.17%
2010-11-19,1940.96,1936.74,1940.96,1927.81,292.69M,0.68%
2010-11-18,1927.86,1908.38,1929.24,1904.37,271.42M,1.62%
2010-11-17,1897.11,1877.23,1908.17,1875.34,293.29M,-0.11%
2010-11-16,1899.13,1912.11,1916.07,1890.0,336.33M,-0.77%
2010-11-15,1913.81,1918.69,1925.43,1900.25,303.80M,0.04%
2010-11-12,1913.12,1951.35,1958.22,1899.49,465.47M,-0.08%
2010-11-11,1914.73,1966.5,1976.46,1914.73,373.18M,-2.70%
2010-11-10,1967.85,1945.73,1967.85,1945.28,366.01M,1.05%
2010-11-09,1947.46,1943.56,1947.66,1935.38,298.82M,0.26%
2010-11-08,1942.41,1946.76,1948.44,1930.29,312.65M,0.18%
2010-11-05,1938.96,1962.34,1966.99,1938.57,401.40M,-0.18%
2010-11-04,1942.5,1941.56,1945.58,1936.04,324.78M,0.34%
2010-11-03,1935.97,1931.13,1943.23,1930.11,358.98M,0.93%
2010-11-02,1918.04,1912.28,1920.29,1907.18,340.83M,0.17%
2010-11-01,1914.74,1889.57,1914.74,1880.25,343.30M,1.69%
2010-10-29,1882.95,1913.61,1913.95,1875.31,375.84M,-1.31%
2010-10-28,1907.87,1909.38,1914.89,1901.8,348.38M,-0.09%
2010-10-27,1909.54,1919.48,1924.61,1902.18,392.95M,-0.51%
2010-10-26,1919.41,1913.25,1919.56,1909.27,351.86M,0.19%
2010-10-25,1915.71,1902.51,1918.87,1899.08,408.17M,0.97%
2010-10-22,1897.31,1882.08,1897.31,1880.25,348.42M,1.21%
2010-10-21,1874.69,1878.51,1879.08,1858.38,414.87M,0.23%
2010-10-20,1870.44,1844.41,1875.76,1837.08,367.89M,0.71%
2010-10-19,1857.32,1878.98,1885.23,1857.32,426.77M,-0.97%
2010-10-18,1875.42,1904.57,1904.79,1875.42,372.19M,-1.41%
2010-10-15,1902.29,1898.85,1903.25,1893.76,369.33M,0.13%
2010-10-14,1899.76,1886.68,1899.76,1884.45,375.10M,1.26%
2010-10-13,1876.15,1878.58,1881.2,1866.41,318.75M,0.43%
2010-10-12,1868.04,1892.27,1893.13,1857.93,315.47M,-1.16%
2010-10-11,1889.91,1908.55,1909.01,1885.08,341.19M,-0.38%
2010-10-08,1897.07,1900.86,1900.86,1887.98,374.07M,-0.20%
2010-10-07,1900.85,1901.2,1906.02,1893.14,398.96M,-0.16%
2010-10-06,1903.95,1897.07,1905.73,1894.02,392.06M,1.33%
2010-10-05,1878.94,1874.1,1885.0,1868.89,342.73M,-0.02%
2010-10-04,1879.29,1884.49,1889.5,1875.93,392.50M,0.14%
2010-10-01,1876.73,1872.39,1884.0,1868.9,366.20M,0.21%
2010-09-30,1872.81,1870.21,1872.81,1861.18,353.55M,0.34%
2010-09-29,1866.45,1865.27,1873.79,1864.43,359.93M,0.56%
2010-09-28,1855.97,1859.04,1862.72,1852.52,357.14M,-0.26%
2010-09-27,1860.83,1856.42,1862.03,1851.97,383.63M,0.77%
2010-09-24,1846.6,1830.22,1846.6,1825.8,274.23M,0.76%
2010-09-20,1832.63,1821.52,1833.78,1818.6,242.70M,0.29%
2010-09-17,1827.35,1823.64,1828.54,1812.05,317.38M,0.86%
2010-09-16,1811.85,1822.35,1824.61,1811.85,336.25M,-0.66%
2010-09-15,1823.88,1817.3,1827.0,1813.09,338.94M,0.48%
2010-09-14,1815.25,1824.78,1827.03,1810.78,387.03M,-0.20%
2010-09-13,1818.86,1812.03,1819.12,1807.59,386.84M,0.90%
2010-09-10,1802.58,1792.75,1808.18,1791.95,340.65M,1.02%
2010-09-09,1784.36,1786.83,1790.47,1775.07,367.86M,0.29%
2010-09-08,1779.22,1780.48,1785.48,1770.78,322.53M,-0.48%
2010-09-07,1787.74,1792.07,1796.5,1786.37,316.86M,-0.26%
2010-09-06,1792.42,1791.76,1794.07,1784.49,328.11M,0.70%
2010-09-03,1780.02,1780.8,1786.04,1774.95,312.02M,0.24%
2010-09-02,1775.73,1783.22,1783.85,1767.67,292.78M,0.63%
2010-09-01,1764.69,1751.96,1767.21,1748.3,305.27M,1.26%
2010-08-31,1742.75,1746.85,1752.07,1736.23,289.49M,-0.99%
2010-08-30,1760.13,1749.02,1760.35,1746.21,247.36M,1.77%
2010-08-27,1729.56,1724.0,1732.84,1719.2,245.58M,-0.01%
2010-08-26,1729.76,1744.08,1744.4,1729.76,303.05M,-0.29%
2010-08-25,1734.79,1745.77,1753.57,1734.79,346.28M,-1.46%
2010-08-24,1760.53,1757.1,1771.76,1749.11,401.70M,-0.41%
2010-08-23,1767.71,1780.59,1788.71,1766.77,330.34M,-0.44%
2010-08-20,1775.54,1769.02,1776.35,1765.58,362.00M,-0.23%
2010-08-19,1779.64,1763.6,1781.07,1762.98,344.95M,1.00%
2010-08-18,1761.99,1763.84,1765.01,1753.68,371.48M,0.40%
2010-08-17,1755.03,1737.36,1757.22,1734.51,427.00M,0.67%
2010-08-16,1743.31,1735.36,1746.02,1716.86,314.46M,-0.17%
2010-08-13,1746.24,1731.15,1747.11,1725.24,278.60M,1.42%
2010-08-12,1721.75,1731.34,1742.8,1721.75,359.76M,-2.07%
2010-08-11,1758.19,1775.34,1776.99,1754.18,380.36M,-1.29%
2010-08-10,1781.13,1792.12,1794.55,1779.57,301.06M,-0.50%
2010-08-09,1790.17,1779.38,1790.21,1776.72,290.70M,0.36%
2010-08-06,1783.83,1782.47,1785.98,1769.46,336.26M,-0.00%
2010-08-05,1783.86,1796.63,1797.42,1773.49,338.14M,-0.30%
2010-08-04,1789.26,1795.23,1795.23,1774.48,335.35M,-0.07%
2010-08-03,1790.6,1796.0,1796.28,1784.57,349.33M,0.47%
2010-08-02,1782.27,1771.38,1784.1,1767.6,332.86M,1.30%
2010-07-30,1759.33,1768.24,1774.74,1754.58,370.94M,-0.65%
2010-07-29,1770.88,1770.44,1776.96,1767.96,348.62M,-0.15%
2010-07-28,1773.47,1773.69,1775.82,1764.54,325.70M,0.29%
2010-07-27,1768.31,1775.47,1778.72,1765.42,361.54M,-0.04%
2010-07-26,1769.07,1760.1,1774.05,1758.99,320.60M,0.63%
2010-07-23,1758.06,1756.38,1760.62,1745.04,372.76M,1.30%
2010-07-22,1735.53,1744.7,1752.58,1732.49,405.18M,-0.76%
2010-07-21,1748.78,1752.69,1755.66,1740.11,375.93M,0.69%
2010-07-20,1736.77,1727.38,1740.82,1724.6,308.03M,0.28%
2010-07-19,1731.95,1719.14,1737.9,1717.97,282.11M,-0.37%
2010-07-16,1738.45,1751.2,1754.28,1736.66,376.49M,-0.73%
2010-07-15,1751.29,1754.71,1759.19,1748.98,392.85M,-0.38%
2010-07-14,1758.01,1754.43,1764.81,1754.12,534.46M,1.32%
2010-07-13,1735.08,1737.92,1750.48,1732.85,412.05M,0.06%
2010-07-12,1734.05,1731.73,1734.05,1724.6,345.88M,0.64%
2010-07-09,1723.01,1708.72,1723.14,1697.61,471.78M,1.43%
2010-07-08,1698.64,1699.17,1702.65,1692.93,330.72M,1.37%
2010-07-07,1675.65,1685.77,1685.77,1668.61,345.70M,-0.55%
2010-07-06,1684.94,1664.87,1684.94,1650.3,337.49M,0.57%
2010-07-05,1675.37,1675.43,1680.39,1664.22,356.62M,0.21%
2010-07-02,1671.82,1688.95,1693.75,1667.38,344.94M,-0.86%
2010-07-01,1686.24,1687.0,1693.9,1664.54,327.66M,-0.71%
2010-06-30,1698.29,1678.54,1699.55,1675.47,341.74M,-0.55%
2010-06-29,1707.76,1735.31,1739.97,1703.47,381.28M,-1.40%
2010-06-28,1732.03,1734.53,1735.27,1726.25,346.98M,0.13%
2010-06-25,1729.84,1721.53,1733.7,1719.08,303.71M,-0.58%
2010-06-24,1739.87,1724.85,1739.87,1721.72,313.78M,0.81%
2010-06-23,1725.82,1722.52,1731.78,1721.41,371.81M,-0.33%
2010-06-22,1731.48,1727.96,1734.42,1723.96,404.66M,-0.47%
2010-06-21,1739.68,1728.37,1741.48,1723.77,391.91M,1.62%
2010-06-18,1711.95,1710.4,1712.35,1701.92,293.74M,0.24%
2010-06-17,1707.92,1707.29,1711.48,1701.28,369.77M,0.15%
2010-06-16,1705.33,1707.98,1710.57,1694.92,379.96M,0.91%
2010-06-15,1690.03,1687.85,1696.74,1684.52,347.78M,-0.03%
2010-06-14,1690.6,1683.29,1698.21,1681.95,373.94M,0.91%
2010-06-11,1675.34,1674.61,1681.7,1662.75,369.42M,1.43%
2010-06-10,1651.7,1651.92,1662.32,1643.71,307.93M,0.27%
2010-06-09,1647.22,1653.12,1655.61,1638.38,315.11M,-0.26%
2010-06-08,1651.48,1635.01,1656.37,1630.43,280.29M,0.82%
2010-06-07,1637.97,1628.06,1638.88,1618.57,300.88M,-1.57%
2010-06-04,1664.13,1660.99,1670.94,1658.52,286.09M,0.14%
2010-06-03,1661.84,1643.74,1663.67,1641.77,308.76M,1.93%
2010-06-01,1630.4,1634.55,1643.08,1623.4,314.10M,-0.66%
2010-05-31,1641.25,1625.08,1641.25,1621.09,299.38M,1.14%
2010-05-28,1622.78,1630.14,1630.18,1606.76,315.90M,0.95%
2010-05-27,1607.5,1565.59,1611.59,1565.4,357.56M,1.60%
2010-05-26,1582.12,1575.29,1582.12,1549.65,358.16M,1.36%
2010-05-25,1560.83,1585.17,1585.6,1532.68,475.23M,-2.75%
2010-05-24,1604.93,1589.83,1612.91,1585.62,270.82M,0.30%
